geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg,lstf_2016,lstf_2017,lstf_2018,lstf_2019,lstf_2020,lstf_2021,lstf_2022,lstf_2023,lstf_2024,lstf_2025,ndvi_2016,ndvi_2017,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2021,ndvi_2022,ndvi_2023,ndvi_2024,ndvi_2025,ndmi_2016,ndmi_2017,ndmi_2018,ndmi_2019,ndmi_2020,ndmi_2021,ndmi_2022,ndmi_2023,ndmi_2024,ndmi_2025
44,30.818313598632812,-105.102783203125,80.34,8.23,0.92,0.09,-0.01,0.0,,,,"[82.86,78.77,83.30,73.47,79.91,75.26,91.04,73.17,74.53,91.10]","[0.10,0.10,0.11,0.08,0.02,0.10,0.11,0.11,0.10,0.09]",,24.18,1175.98,0,44,,,,,,,0.08,,,0.83,,,,0.05,0.52,246.94,82.86,78.77,83.3,73.47,79.91,75.26,91.04,73.17,74.53,91.1,0.1,0.1,0.11,0.08,0.02,0.1,0.11,0.11,0.1,0.09,,,,,,,,,,
45,30.818313598632812,-105.10274505615234,80.27,8.19,0.91,0.09,-0.01,0.0,,,,"[82.83,78.70,83.23,73.37,79.82,75.21,91.01,73.07,74.48,91.02]","[0.10,0.10,0.11,0.08,0.02,0.10,0.11,0.11,0.10,0.09]",,24.28,1176.08,0,45,,,,,,,0.08,,,0.82,,,,0.05,0.49,170.21,82.83,78.7,83.23,73.37,79.82,75.21,91.01,73.07,74.48,91.02,0.1,0.1,0.11,0.08,0.02,0.1,0.11,0.11,0.1,0.09,,,,,,,,,,
46,30.818313598632812,-105.10269165039062,80.2,8.08,0.9,0.09,-0.01,0.0,,,,"[82.81,78.67,83.16,73.23,79.69,75.18,90.94,72.93,74.45,90.89]","[0.10,0.10,0.11,0.08,0.03,0.10,0.11,0.11,0.10,0.09]",,24.44,1176.24,0,46,,,,,,,0.09,,,0.8,,,,0.05,0.49,156.16,82.81,78.67,83.16,73.23,79.69,75.18,90.94,72.93,74.45,90.89,0.1,0.1,0.11,0.08,0.03,0.1,0.11,0.11,0.1,0.09,,,,,,,,,,
47,30.818313598632812,-105.10265350341797,80.11,7.97,0.89,0.09,-0.01,0.0,,,,"[82.78,78.63,83.09,73.10,79.57,75.14,90.88,72.79,74.41,90.76]","[0.10,0.10,0.11,0.08,0.04,0.10,0.11,0.11,0.10,0.09]",,24.6,1176.4,0,47,,,,,,,0.11,,,0.77,,,,0.04,0.49,213.46,82.78,78.63,83.09,73.1,79.57,75.14,90.88,72.79,74.41,90.76,0.1,0.1,0.11,0.08,0.04,0.1,0.11,0.11,0.1,0.09,,,,,,,,,,
48,30.818313598632812,-105.10261535644531,80.03,7.86,0.87,0.1,-0.01,0.0,,,,"[82.76,78.59,83.03,72.96,79.45,75.10,90.81,72.64,74.37,90.62]","[0.11,0.11,0.11,0.09,0.05,0.10,0.12,0.12,0.11,0.10]",,24.7,1176.5,0,48,,,,,,,0.12,,,0.74,,,,0.03,0.48,205.3,82.76,78.59,83.03,72.96,79.45,75.1,90.81,72.64,74.37,90.62,0.11,0.11,0.11,0.09,0.05,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
49,30.818313598632812,-105.1025619506836,79.96,7.75,0.86,0.1,-0.01,0.0,,,,"[82.74,78.56,82.96,72.83,79.33,75.07,90.75,72.50,74.34,90.49]","[0.11,0.11,0.11,0.09,0.06,0.10,0.12,0.12,0.11,0.10]",,24.76,1176.55,0,49,,,,,,,0.13,,,0.71,,,,0.02,0.48,120.82,82.74,78.56,82.96,72.83,79.33,75.07,90.75,72.5,74.34,90.49,0.11,0.11,0.11,0.09,0.06,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
50,30.818313598632812,-105.1025161743164,79.87,7.64,0.85,0.1,-0.01,0.0,,,,"[82.71,78.52,82.89,72.69,79.21,75.03,90.68,72.36,74.30,90.36]","[0.11,0.11,0.11,0.09,0.07,0.10,0.12,0.12,0.11,0.10]",,24.82,1176.62,0,50,,,,,,,0.15,,,0.68,,,,0.03,0.5,131.08,82.71,78.52,82.89,72.69,79.21,75.03,90.68,72.36,74.3,90.36,0.11,0.11,0.11,0.09,0.07,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
51,30.818313598632812,-105.10247802734375,79.8,7.53,0.84,0.1,-0.01,0.0,,,,"[82.69,78.50,82.82,72.55,79.09,75.00,90.58,72.24,74.27,90.22]","[0.11,0.11,0.11,0.09,0.07,0.10,0.12,0.12,0.11,0.10]",,24.92,1176.72,0,51,,,,,,,0.17,,,0.65,,,,0.06,0.5,149.78,82.69,78.5,82.82,72.55,79.09,75.0,90.58,72.24,74.27,90.22,0.11,0.11,0.11,0.09,0.07,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
52,30.818313598632812,-105.10243225097656,79.72,7.41,0.82,0.1,-0.01,0.0,,,,"[82.66,78.49,82.76,72.41,78.96,74.99,90.45,72.16,74.25,90.07]","[0.11,0.11,0.11,0.09,0.07,0.10,0.12,0.12,0.11,0.10]",,24.69,1176.49,0,52,,,,,,,0.17,,,0.63,,,,0.22,0.53,146.02,82.66,78.49,82.76,72.41,78.96,74.99,90.45,72.16,74.25,90.07,0.11,0.11,0.11,0.09,0.07,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
53,30.818313598632812,-105.1023941040039,79.64,7.3,0.81,0.1,-0.01,0.0,,,,"[82.63,78.49,82.70,72.26,78.82,74.97,90.31,72.07,74.23,89.92]","[0.11,0.11,0.11,0.09,0.07,0.10,0.12,0.12,0.11,0.10]",,23.63,1175.43,0,53,,,,,,,0.18,,,0.62,,,,0.18,0.44,208.67,82.63,78.49,82.7,72.26,78.82,74.97,90.31,72.07,74.23,89.92,0.11,0.11,0.11,0.09,0.07,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
54,30.818313598632812,-105.10234069824219,79.56,7.18,0.8,0.11,-0.01,0.0,,,,"[82.60,78.48,82.64,72.12,78.69,74.96,90.17,71.99,74.21,89.78]","[0.11,0.11,0.11,0.09,0.08,0.10,0.12,0.12,0.11,0.10]",,23.92,1175.71,0,54,,,,,,,0.19,,,0.61,,,,0.08,0.52,225.92,82.6,78.48,82.64,72.12,78.69,74.96,90.17,71.99,74.21,89.78,0.11,0.11,0.11,0.09,0.08,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
55,30.818313598632812,-105.102294921875,79.49,7.06,0.78,0.11,-0.01,0.0,,,,"[82.57,78.48,82.58,71.97,78.56,74.94,90.03,71.90,74.19,89.63]","[0.11,0.11,0.11,0.09,0.08,0.10,0.12,0.12,0.11,0.10]",,24.41,1176.21,0,55,,,,,,,0.19,,,0.59,,,,0.12,0.51,192.65,82.57,78.48,82.58,71.97,78.56,74.94,90.03,71.9,74.19,89.63,0.11,0.11,0.11,0.09,0.08,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
56,30.818313598632812,-105.10224914550781,79.41,6.94,0.77,0.11,-0.01,0.0,,,,"[82.54,78.47,82.52,71.83,78.43,74.93,89.90,71.81,74.17,89.48]","[0.11,0.11,0.11,0.09,0.08,0.10,0.12,0.12,0.11,0.10]",,24.84,1176.64,0,56,,,,,,,0.2,,,0.58,,,,0.04,0.58,207.54,82.54,78.47,82.52,71.83,78.43,74.93,89.9,71.81,74.17,89.48,0.11,0.11,0.11,0.09,0.08,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
57,30.818313598632812,-105.10220336914062,79.34,6.87,0.76,0.11,-0.01,0.0,,,,"[82.50,78.46,82.46,71.71,78.33,74.91,89.77,71.77,74.15,89.37]","[0.11,0.11,0.11,0.09,0.08,0.10,0.12,0.12,0.11,0.10]",,24.91,1176.71,0,57,,,,,,,0.21,,,0.57,,,,0.03,0.52,194.41,82.5,78.46,82.46,71.71,78.33,74.91,89.77,71.77,74.15,89.37,0.11,0.11,0.11,0.09,0.08,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
58,30.818313598632812,-105.10215759277344,79.3,6.89,0.77,0.1,-0.01,0.0,,,,"[82.44,78.44,82.41,71.63,78.26,74.88,89.65,71.78,74.13,89.33]","[0.11,0.11,0.11,0.09,0.07,0.10,0.12,0.12,0.11,0.10]",,25.08,1176.88,0,58,,,,,,,0.21,,,0.56,,,,0.06,0.52,138.72,82.44,78.44,82.41,71.63,78.26,74.88,89.65,71.78,74.13,89.33,0.11,0.11,0.11,0.09,0.07,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
59,30.818313598632812,-105.10211181640625,79.25,6.9,0.77,0.1,-0.01,0.0,,,,"[82.39,78.41,82.35,71.54,78.20,74.85,89.53,71.79,74.11,89.29]","[0.11,0.11,0.11,0.09,0.07,0.10,0.12,0.12,0.11,0.10]",,25.51,1177.31,0,59,,,,,,,0.21,,,0.56,,,,0.13,0.51,187.18,82.39,78.41,82.35,71.54,78.2,74.85,89.53,71.79,74.11,89.29,0.11,0.11,0.11,0.09,0.07,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
60,30.818313598632812,-105.1020736694336,79.2,6.91,0.77,0.1,-0.01,0.0,,,,"[82.34,78.39,82.30,71.46,78.13,74.82,89.42,71.80,74.09,89.24]","[0.11,0.11,0.11,0.08,0.06,0.10,0.12,0.12,0.11,0.10]",,25.93,1177.72,0,60,,,,,,,0.21,,,0.55,,,,0.14,0.48,158.48,82.34,78.39,82.3,71.46,78.13,74.82,89.42,71.8,74.09,89.24,0.11,0.11,0.11,0.08,0.06,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
61,30.818313598632812,-105.1020278930664,79.15,6.92,0.77,0.1,-0.01,0.0,,,,"[82.28,78.37,82.25,71.38,78.07,74.79,89.30,71.82,74.07,89.20]","[0.11,0.11,0.11,0.08,0.06,0.10,0.12,0.12,0.11,0.10]",,26.51,1178.31,0,61,,,,,,,0.22,,,0.55,,,,0.21,0.47,134.65,82.28,78.37,82.25,71.38,78.07,74.79,89.3,71.82,74.07,89.2,0.11,0.11,0.11,0.08,0.06,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
62,30.818313598632812,-105.10197448730469,79.1,6.93,0.77,0.1,-0.01,0.0,,,,"[82.23,78.35,82.19,71.29,78.00,74.76,89.19,71.83,74.04,89.16]","[0.11,0.11,0.11,0.08,0.05,0.10,0.12,0.12,0.11,0.10]",,27.8,1179.6,0,62,,,,,,,0.22,,,0.55,,,,0.35,0.52,229.22,82.23,78.35,82.19,71.29,78.0,74.76,89.19,71.83,74.04,89.16,0.11,0.11,0.11,0.08,0.05,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
63,30.818313598632812,-105.10193634033203,79.07,6.98,0.78,0.1,-0.01,0.0,,,,"[82.17,78.32,82.15,71.24,77.97,74.72,89.11,71.86,74.02,89.16]","[0.11,0.11,0.11,0.08,0.05,0.10,0.12,0.12,0.11,0.10]",,28.96,1180.75,0,63,,,,,,,0.21,,,0.56,,,,0.36,0.47,124.54,82.17,78.32,82.15,71.24,77.97,74.72,89.11,71.86,74.02,89.16,0.11,0.11,0.11,0.08,0.05,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
64,30.818313598632812,-105.10189819335938,79.07,7.11,0.79,0.1,-0.01,0.0,,,,"[82.12,78.28,82.13,71.25,78.00,74.68,89.09,71.92,73.99,89.23]","[0.11,0.11,0.11,0.08,0.03,0.10,0.12,0.12,0.11,0.10]",,30.34,1182.14,0,64,,,,,,,0.18,,,0.61,,,,0.36,0.47,177.37,82.12,78.28,82.13,71.25,78.0,74.68,89.09,71.92,73.99,89.23,0.11,0.11,0.11,0.08,0.03,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
65,30.818313598632812,-105.10184478759766,79.07,7.24,0.8,0.1,-0.01,0.0,,,,"[82.07,78.24,82.11,71.26,78.03,74.63,89.08,71.98,73.95,89.30]","[0.11,0.11,0.11,0.08,0.02,0.10,0.12,0.12,0.11,0.10]",,31.87,1183.67,0,65,,,,,,,0.16,,,0.65,,,,0.25,0.48,240.11,82.07,78.24,82.11,71.26,78.03,74.63,89.08,71.98,73.95,89.3,0.11,0.11,0.11,0.08,0.02,0.1,0.12,0.12,0.11,0.1,,,,,,,,,,
66,30.818313598632812,-105.101806640625,79.06,7.36,0.82,0.09,-0.01,0.0,,,,"[82.02,78.21,82.09,71.27,78.07,74.58,89.07,72.05,73.92,89.38]","[0.10,0.10,0.10,0.08,0.01,0.09,0.12,0.12,0.10,0.09]",,32.78,1184.57,0,66,,,,,,,0.15,,,0.68,,,,0.16,0.51,243.98,82.02,78.21,82.09,71.27,78.07,74.58,89.07,72.05,73.92,89.38,0.1,0.1,0.1,0.08,0.01,0.09,0.12,0.12,0.1,0.09,,,,,,,,,,
67,30.818313598632812,-105.10176086425781,79.06,7.49,0.83,0.09,-0.01,0.0,,,,"[81.97,78.17,82.07,71.28,78.10,74.53,89.06,72.11,73.89,89.45]","[0.10,0.10,0.10,0.08,-0.00,0.09,0.12,0.12,0.10,0.09]",,33.3,1185.09,0,67,,,,,,,0.13,,,0.71,,,,0.13,0.5,148.93,81.97,78.17,82.07,71.28,78.1,74.53,89.06,72.11,73.89,89.45,0.1,0.1,0.1,0.08,-0.0,0.09,0.12,0.12,0.1,0.09,,,,,,,,,,
68,30.818313598632812,-105.1017074584961,79.06,7.61,0.85,0.09,-0.01,0.0,,,,"[81.92,78.14,82.04,71.29,78.13,74.48,89.05,72.17,73.85,89.53]","[0.10,0.10,0.10,0.08,-0.01,0.09,0.12,0.12,0.10,0.09]",,33.64,1185.44,0,68,,,,,,,0.12,,,0.74,,,,0.18,0.5,96.19,81.92,78.14,82.04,71.29,78.13,74.48,89.05,72.17,73.85,89.53,0.1,0.1,0.1,0.08,-0.01,0.09,0.12,0.12,0.1,0.09,,,,,,,,,,
69,30.818313598632812,-105.10166931152344,79.06,7.74,0.86,0.09,-0.01,0.0,,,,"[81.87,78.10,82.03,71.31,78.17,74.44,89.05,72.22,73.82,89.61]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.12,0.12,0.10,0.09]",,33.95,1185.74,0,69,,,,,,,0.12,,,0.75,,,,0.22,0.5,164.51,81.87,78.1,82.03,71.31,78.17,74.44,89.05,72.22,73.82,89.61,0.1,0.1,0.1,0.08,-0.02,0.09,0.12,0.12,0.1,0.09,,,,,,,,,,
70,30.818313598632812,-105.10162353515625,79.08,7.85,0.87,0.09,-0.01,0.0,,,,"[81.85,78.07,82.04,71.35,78.24,74.40,89.10,72.26,73.79,89.70]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.12,0.12,0.10,0.09]",,34.38,1186.18,0,70,,,,,,,0.12,,,0.74,,,,0.23,0.5,138.51,81.85,78.07,82.04,71.35,78.24,74.4,89.1,72.26,73.79,89.7,0.1,0.1,0.1,0.08,-0.02,0.09,0.12,0.12,0.1,0.09,,,,,,,,,,
71,30.818313598632812,-105.10157012939453,79.1,7.97,0.89,0.09,-0.01,0.0,,,,"[81.83,78.04,82.05,71.40,78.31,74.36,89.15,72.31,73.76,89.79]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.12,0.12,0.10,0.09]",,34.93,1186.73,0,71,,,,,,,0.12,,,0.73,,,,0.26,0.49,171.37,81.83,78.04,82.05,71.4,78.31,74.36,89.15,72.31,73.76,89.79,0.1,0.1,0.1,0.08,-0.02,0.09,0.12,0.12,0.1,0.09,,,,,,,,,,
72,30.818313598632812,-105.1015396118164,79.12,8.08,0.9,0.08,-0.0,0.0,,,,"[81.80,78.02,82.05,71.44,78.39,74.32,89.19,72.35,73.73,89.89]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.12,0.12,0.09,0.09]",,35.69,1187.49,0,72,,,,,,,0.13,,,0.72,,,,0.22,0.46,214.26,81.8,78.02,82.05,71.44,78.39,74.32,89.19,72.35,73.73,89.89,0.09,0.09,0.1,0.07,-0.03,0.09,0.12,0.12,0.09,0.09,,,,,,,,,,
73,30.818313598632812,-105.10148620605469,79.14,8.2,0.91,0.08,0.0,0.0,,,,"[81.78,77.99,82.06,71.48,78.46,74.29,89.24,72.39,73.70,89.98]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.12,0.12,0.09,0.09]",,36.54,1188.34,0,73,,,,,,,0.13,,,0.71,,,,0.15,0.5,196.55,81.78,77.99,82.06,71.48,78.46,74.29,89.24,72.39,73.7,89.98,0.09,0.09,0.1,0.07,-0.03,0.09,0.12,0.12,0.09,0.09,,,,,,,,,,
74,30.818313598632812,-105.10144805908203,79.16,8.32,0.92,0.08,0.0,0.0,,,,"[81.76,77.96,82.07,71.52,78.53,74.25,89.29,72.43,73.67,90.07]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.12,0.12,0.09,0.09]",,37.19,1188.99,0,74,,,,,,,0.14,,,0.71,,,,0.11,0.5,195.91,81.76,77.96,82.07,71.52,78.53,74.25,89.29,72.43,73.67,90.07,0.09,0.09,0.1,0.07,-0.03,0.09,0.12,0.12,0.09,0.09,,,,,,,,,,
75,30.818313598632812,-105.10138702392578,79.17,8.41,0.93,0.08,0.0,0.0,,,,"[81.75,77.94,82.08,71.56,78.59,74.22,89.33,72.46,73.65,90.15]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.12,0.12,0.09,0.09]",,37.66,1189.46,0,75,,,,,,,0.14,,,0.7,,,,0.08,0.52,246.53,81.75,77.94,82.08,71.56,78.59,74.22,89.33,72.46,73.65,90.15,0.09,0.09,0.1,0.07,-0.03,0.09,0.12,0.12,0.09,0.09,,,,,,,,,,
76,30.818313598632812,-105.10135650634766,79.2,8.44,0.94,0.08,0.0,0.0,,,,"[81.77,77.95,82.11,71.60,78.65,74.22,89.39,72.47,73.64,90.21]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.12,0.12,0.09,0.09]",,37.97,1189.77,0,76,,,,,,,0.14,,,0.71,,,,0.07,0.49,225.67,81.77,77.95,82.11,71.6,78.65,74.22,89.39,72.47,73.64,90.21,0.09,0.09,0.1,0.07,-0.03,0.09,0.12,0.12,0.09,0.09,,,,,,,,,,
77,30.818313598632812,-105.10131072998047,79.22,8.48,0.94,0.08,0.0,0.0,,,,"[81.79,77.96,82.14,71.63,78.70,74.22,89.44,72.47,73.63,90.26]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.12,0.12,0.09,0.09]",,38.25,1190.04,0,77,,,,,,,0.13,,,0.71,,,,0.05,0.5,185.13,81.79,77.96,82.14,71.63,78.7,74.22,89.44,72.47,73.63,90.26,0.09,0.09,0.1,0.07,-0.03,0.09,0.12,0.12,0.09,0.09,,,,,,,,,,
78,30.818313598632812,-105.10125732421875,79.25,8.51,0.95,0.08,0.0,0.0,,,,"[81.81,77.97,82.17,71.67,78.75,74.22,89.49,72.48,73.62,90.31]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.11,0.11,0.09,0.09]",,38.5,1190.3,0,78,,,,,,,0.13,,,0.72,,,,0.04,0.52,276.85,81.81,77.97,82.17,71.67,78.75,74.22,89.49,72.48,73.62,90.31,0.09,0.09,0.1,0.07,-0.03,0.09,0.11,0.11,0.09,0.09,,,,,,,,,,
79,30.818313598632812,-105.1012191772461,79.28,8.54,0.95,0.08,0.0,0.0,,,,"[81.83,77.98,82.20,71.71,78.81,74.22,89.55,72.48,73.61,90.37]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.11,0.11,0.09,0.09]",,38.64,1190.44,0,79,,,,,,,0.13,,,0.73,,,,0.02,0.56,234.09,81.83,77.98,82.2,71.71,78.81,74.22,89.55,72.48,73.61,90.37,0.09,0.09,0.1,0.07,-0.03,0.09,0.11,0.11,0.09,0.09,,,,,,,,,,
80,30.818313598632812,-105.1011734008789,79.3,8.57,0.95,0.08,0.0,0.0,,,,"[81.84,77.99,82.24,71.74,78.86,74.22,89.60,72.49,73.61,90.42]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.11,0.11,0.09,0.09]",,38.73,1190.53,0,80,,,,,,,0.12,,,0.73,,,,0.02,0.56,192.0,81.84,77.99,82.24,71.74,78.86,74.22,89.6,72.49,73.61,90.42,0.09,0.09,0.1,0.07,-0.03,0.09,0.11,0.11,0.09,0.09,,,,,,,,,,
81,30.818313598632812,-105.10113525390625,79.33,8.58,0.95,0.08,0.0,0.0,,,,"[81.88,78.02,82.28,71.78,78.91,74.23,89.65,72.49,73.61,90.46]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.11,0.11,0.09,0.09]",,38.74,1190.54,0,81,,,,,,,0.12,,,0.74,,,,0.03,0.52,148.98,81.88,78.02,82.28,71.78,78.91,74.23,89.65,72.49,73.61,90.46,0.09,0.09,0.1,0.07,-0.03,0.09,0.11,0.11,0.09,0.09,,,,,,,,,,
82,30.818313598632812,-105.10107421875,79.37,8.53,0.95,0.08,0.0,0.0,,,,"[81.95,78.08,82.34,71.82,78.94,74.28,89.70,72.48,73.63,90.48]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.11,0.11,0.09,0.09]",,38.63,1190.43,0,82,,,,,,,0.11,,,0.76,,,,0.04,0.54,189.76,81.95,78.08,82.34,71.82,78.94,74.28,89.7,72.48,73.63,90.48,0.09,0.09,0.1,0.07,-0.03,0.09,0.11,0.11,0.09,0.09,,,,,,,,,,
83,30.818313598632812,-105.10103607177734,79.41,8.48,0.94,0.08,0.0,0.0,,,,"[82.02,78.15,82.41,71.86,78.98,74.32,89.74,72.47,73.65,90.50]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.11,0.11,0.09,0.09]",,38.42,1190.22,0,83,,,,,,,0.11,,,0.77,,,,0.06,0.5,142.97,82.02,78.15,82.41,71.86,78.98,74.32,89.74,72.47,73.65,90.5,0.09,0.09,0.1,0.07,-0.03,0.09,0.11,0.11,0.09,0.09,,,,,,,,,,
84,30.818313598632812,-105.10098266601562,79.45,8.42,0.94,0.08,0.0,0.0,,,,"[82.10,78.22,82.48,71.90,79.01,74.37,89.79,72.46,73.68,90.52]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.10,0.11,0.09,0.09]",,38.08,1189.88,0,84,,,,,,,0.1,,,0.78,,,,0.09,0.5,134.14,82.1,78.22,82.48,71.9,79.01,74.37,89.79,72.46,73.68,90.52,0.09,0.09,0.1,0.07,-0.03,0.09,0.1,0.11,0.09,0.09,,,,,,,,,,
85,30.818313598632812,-105.10095977783203,79.49,8.37,0.93,0.08,0.0,0.0,,,,"[82.17,78.28,82.54,71.95,79.05,74.41,89.84,72.45,73.70,90.54]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.10,0.11,0.09,0.09]",,37.58,1189.37,0,85,,,,,,,0.09,,,0.8,,,,0.12,0.5,163.05,82.17,78.28,82.54,71.95,79.05,74.41,89.84,72.45,73.7,90.54,0.09,0.09,0.1,0.07,-0.03,0.09,0.1,0.11,0.09,0.09,,,,,,,,,,
86,30.818313598632812,-105.10089874267578,79.53,8.31,0.92,0.08,0.0,0.0,,,,"[82.24,78.35,82.61,71.99,79.08,74.45,89.88,72.45,73.72,90.56]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.10,0.11,0.09,0.09]",,36.9,1188.7,0,86,,,,,,,0.09,,,0.81,,,,0.13,0.5,222.05,82.24,78.35,82.61,71.99,79.08,74.45,89.88,72.45,73.72,90.56,0.09,0.09,0.1,0.07,-0.03,0.09,0.1,0.11,0.09,0.09,,,,,,,,,,
87,30.818313598632812,-105.10086059570312,79.57,8.25,0.92,0.08,0.0,0.0,,,,"[82.32,78.42,82.67,72.03,79.12,74.50,89.92,72.44,73.75,90.57]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.10,0.11,0.09,0.09]",,36.25,1188.05,0,87,,,,,,,0.08,,,0.82,,,,0.14,0.51,90.07,82.32,78.42,82.67,72.03,79.12,74.5,89.92,72.44,73.75,90.57,0.09,0.09,0.1,0.07,-0.03,0.09,0.1,0.11,0.09,0.09,,,,,,,,,,
88,30.818313598632812,-105.10082244873047,79.62,8.17,0.91,0.08,0.0,0.0,,,,"[82.40,78.50,82.74,72.08,79.14,74.57,89.94,72.45,73.80,90.57]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.10,0.11,0.09,0.09]",,35.37,1187.17,0,88,,,,,,,0.08,,,0.82,,,,0.17,0.52,166.17,82.4,78.5,82.74,72.08,79.14,74.57,89.94,72.45,73.8,90.57,0.09,0.09,0.1,0.07,-0.03,0.09,0.1,0.11,0.09,0.09,,,,,,,,,,
89,30.818313598632812,-105.10076904296875,79.66,8.08,0.9,0.08,0.0,0.0,,,,"[82.48,78.59,82.81,72.12,79.16,74.63,89.96,72.45,73.86,90.56]","[0.09,0.09,0.10,0.07,-0.03,0.09,0.10,0.11,0.09,0.09]",,34.34,1186.14,0,89,,,,,,,0.09,,,0.81,,,,0.15,0.47,253.37,82.48,78.59,82.81,72.12,79.16,74.63,89.96,72.45,73.86,90.56,0.09,0.09,0.1,0.07,-0.03,0.09,0.1,0.11,0.09,0.09,,,,,,,,,,
90,30.818313598632812,-105.10072326660156,79.71,7.99,0.89,0.08,-0.01,0.0,,,,"[82.57,78.68,82.88,72.17,79.19,74.69,89.97,72.46,73.91,90.56]","[0.10,0.10,0.10,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,33.79,1185.59,0,90,,,,,,,0.09,,,0.8,,,,0.13,0.45,182.15,82.57,78.68,82.88,72.17,79.19,74.69,89.97,72.46,73.91,90.56,0.1,0.1,0.1,0.06,-0.02,0.09,0.1,0.11,0.1,0.09,,,,,,,,,,
91,30.818313598632812,-105.1006851196289,79.75,7.91,0.88,0.08,-0.01,0.0,,,,"[82.65,78.76,82.95,72.22,79.21,74.76,89.99,72.46,73.96,90.56]","[0.10,0.10,0.10,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,33.45,1185.25,0,91,,,,,,,0.1,,,0.79,,,,0.14,0.49,171.41,82.65,78.76,82.95,72.22,79.21,74.76,89.99,72.46,73.96,90.56,0.1,0.1,0.1,0.06,-0.02,0.09,0.1,0.11,0.1,0.09,,,,,,,,,,
92,30.818313598632812,-105.10063171386719,79.8,7.82,0.87,0.08,-0.01,0.0,,,,"[82.73,78.85,83.01,72.26,79.24,74.82,90.01,72.47,74.02,90.55]","[0.10,0.10,0.10,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,33.3,1185.1,0,92,,,,,,,0.1,,,0.79,,,,0.13,0.51,185.3,82.73,78.85,83.01,72.26,79.24,74.82,90.01,72.47,74.02,90.55,0.1,0.1,0.1,0.06,-0.02,0.09,0.1,0.11,0.1,0.09,,,,,,,,,,
93,30.818313598632812,-105.1005859375,79.83,7.74,0.86,0.08,-0.01,0.0,,,,"[82.80,78.92,83.07,72.30,79.26,74.87,90.01,72.48,74.07,90.54]","[0.10,0.10,0.10,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,32.95,1184.75,0,93,,,,,,,0.1,,,0.78,,,,0.12,0.54,162.54,82.8,78.92,83.07,72.3,79.26,74.87,90.01,72.48,74.07,90.54,0.1,0.1,0.1,0.06,-0.02,0.09,0.1,0.11,0.1,0.09,,,,,,,,,,
