geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg,lstf_2016,lstf_2017,lstf_2018,lstf_2019,lstf_2020,lstf_2021,lstf_2022,lstf_2023,lstf_2024,lstf_2025,ndvi_2016,ndvi_2017,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2021,ndvi_2022,ndvi_2023,ndvi_2024,ndvi_2025,ndmi_2016,ndmi_2017,ndmi_2018,ndmi_2019,ndmi_2020,ndmi_2021,ndmi_2022,ndmi_2023,ndmi_2024,ndmi_2025
56961,30.812339782714844,-105.10310363769531,79.33,6.96,0.77,0.08,-0.02,0.0,0.01,0.02,0.0,"[82.51,77.75,79.97,66.89,78.23,74.09,98.31,71.99,74.08,89.46]","[0.10,0.09,0.10,0.09,-0.07,0.09,0.10,0.11,0.09,0.08]","[-0.04,-0.03,-0.01,0.10,0.18,-0.03,-0.01,-0.00,-0.02,-0.02]",11.2,1163.0,133,37,,,,,,,0.06,-0.3,-0.85,0.88,0.4,0.0,,0.19,0.5,231.98,82.51,77.75,79.97,66.89,78.23,74.09,98.31,71.99,74.08,89.46,0.1,0.09,0.1,0.09,-0.07,0.09,0.1,0.11,0.09,0.08,-0.04,-0.03,-0.01,0.1,0.18,-0.03,-0.01,-0.0,-0.02,-0.02
56961,30.812339782714844,-105.10310363769531,79.33,6.96,0.77,0.08,-0.02,0.0,0.01,0.02,0.0,"[82.51,77.75,79.97,66.89,78.23,74.09,98.31,71.99,74.08,89.46]","[0.10,0.09,0.10,0.09,-0.07,0.09,0.10,0.11,0.09,0.08]","[-0.04,-0.03,-0.01,0.10,0.18,-0.03,-0.01,-0.00,-0.02,-0.02]",11.2,1163.0,133,37,,,,,,,0.06,-0.3,-0.85,0.88,0.4,0.0,,0.19,0.5,231.98,82.51,77.75,79.97,66.89,78.23,74.09,98.31,71.99,74.08,89.46,0.1,0.09,0.1,0.09,-0.07,0.09,0.1,0.11,0.09,0.08,-0.04,-0.03,-0.01,0.1,0.18,-0.03,-0.01,-0.0,-0.02,-0.02
56962,30.812339782714844,-105.10306549072266,79.38,6.93,0.77,0.08,-0.02,0.0,0.01,0.03,0.0,"[82.57,77.83,80.01,66.97,78.23,74.16,98.37,72.05,74.13,89.50]","[0.10,0.09,0.10,0.08,-0.07,0.09,0.10,0.11,0.09,0.08]","[-0.04,-0.03,-0.02,0.12,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.72,1162.52,133,38,,,,,,,0.06,-0.33,-0.81,0.87,0.36,0.0,,0.17,0.5,275.85,82.57,77.83,80.01,66.97,78.23,74.16,98.37,72.05,74.13,89.5,0.1,0.09,0.1,0.08,-0.07,0.09,0.1,0.11,0.09,0.08,-0.04,-0.03,-0.02,0.12,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56962,30.812339782714844,-105.10306549072266,79.38,6.93,0.77,0.08,-0.02,0.0,0.01,0.03,0.0,"[82.57,77.83,80.01,66.97,78.23,74.16,98.37,72.05,74.13,89.50]","[0.10,0.09,0.10,0.08,-0.07,0.09,0.10,0.11,0.09,0.08]","[-0.04,-0.03,-0.02,0.12,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.72,1162.52,133,38,,,,,,,0.06,-0.33,-0.81,0.87,0.36,0.0,,0.17,0.5,275.85,82.57,77.83,80.01,66.97,78.23,74.16,98.37,72.05,74.13,89.5,0.1,0.09,0.1,0.08,-0.07,0.09,0.1,0.11,0.09,0.08,-0.04,-0.03,-0.02,0.12,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56963,30.812339782714844,-105.10301971435547,79.44,6.92,0.77,0.08,-0.02,0.0,0.01,0.03,0.0,"[82.61,77.88,80.08,67.06,78.23,74.22,98.44,72.13,74.18,89.54]","[0.10,0.09,0.10,0.08,-0.07,0.09,0.10,0.11,0.09,0.08]","[-0.05,-0.03,-0.02,0.11,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.35,1162.15,133,39,,,,,,,0.06,-0.33,-0.81,0.86,0.35,0.0,,0.13,0.5,322.65,82.61,77.88,80.08,67.06,78.23,74.22,98.44,72.13,74.18,89.54,0.1,0.09,0.1,0.08,-0.07,0.09,0.1,0.11,0.09,0.08,-0.05,-0.03,-0.02,0.11,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56963,30.812339782714844,-105.10301971435547,79.44,6.92,0.77,0.08,-0.02,0.0,0.01,0.03,0.0,"[82.61,77.88,80.08,67.06,78.23,74.22,98.44,72.13,74.18,89.54]","[0.10,0.09,0.10,0.08,-0.07,0.09,0.10,0.11,0.09,0.08]","[-0.05,-0.03,-0.02,0.11,0.17,-0.03,-0.02,-0.01,-0.02,-0.02]",10.35,1162.15,133,39,,,,,,,0.06,-0.33,-0.81,0.86,0.35,0.0,,0.13,0.5,322.65,82.61,77.88,80.08,67.06,78.23,74.22,98.44,72.13,74.18,89.54,0.1,0.09,0.1,0.08,-0.07,0.09,0.1,0.11,0.09,0.08,-0.05,-0.03,-0.02,0.11,0.17,-0.03,-0.02,-0.01,-0.02,-0.02
56964,30.812339782714844,-105.10296630859375,79.5,6.93,0.77,0.08,-0.01,0.0,0.0,0.02,0.0,"[82.65,77.92,80.17,67.18,78.22,74.27,98.51,72.21,74.23,89.58]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.03,-0.02,0.10,0.16,-0.03,-0.02,-0.01,-0.03,-0.02]",10.25,1162.05,133,40,,,,,,,0.07,-0.32,-0.84,0.84,0.38,0.0,,0.09,0.48,254.68,82.65,77.92,80.17,67.18,78.22,74.27,98.51,72.21,74.23,89.58,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.03,-0.02,0.1,0.16,-0.03,-0.02,-0.01,-0.03,-0.02
56964,30.812339782714844,-105.10296630859375,79.5,6.93,0.77,0.08,-0.01,0.0,0.0,0.02,0.0,"[82.65,77.92,80.17,67.18,78.22,74.27,98.51,72.21,74.23,89.58]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.03,-0.02,0.10,0.16,-0.03,-0.02,-0.01,-0.03,-0.02]",10.25,1162.05,133,40,,,,,,,0.07,-0.32,-0.84,0.84,0.38,0.0,,0.09,0.48,254.68,82.65,77.92,80.17,67.18,78.22,74.27,98.51,72.21,74.23,89.58,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.03,-0.02,0.1,0.16,-0.03,-0.02,-0.01,-0.03,-0.02
56965,30.812339782714844,-105.10292053222656,79.55,6.94,0.77,0.08,-0.01,0.0,0.0,0.02,0.0,"[82.68,77.95,80.27,67.31,78.22,74.32,98.59,72.29,74.28,89.63]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.03,-0.02,0.08,0.16,-0.03,-0.02,-0.01,-0.03,-0.03]",10.34,1162.14,133,41,,,,,,,0.08,-0.29,-0.87,0.83,0.41,0.0,,0.08,0.5,193.36,82.68,77.95,80.27,67.31,78.22,74.32,98.59,72.29,74.28,89.63,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.03,-0.02,0.08,0.16,-0.03,-0.02,-0.01,-0.03,-0.03
56965,30.812339782714844,-105.10292053222656,79.55,6.94,0.77,0.08,-0.01,0.0,0.0,0.02,0.0,"[82.68,77.95,80.27,67.31,78.22,74.32,98.59,72.29,74.28,89.63]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.03,-0.02,0.08,0.16,-0.03,-0.02,-0.01,-0.03,-0.03]",10.34,1162.14,133,41,,,,,,,0.08,-0.29,-0.87,0.83,0.41,0.0,,0.08,0.5,193.36,82.68,77.95,80.27,67.31,78.22,74.32,98.59,72.29,74.28,89.63,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.03,-0.02,0.08,0.16,-0.03,-0.02,-0.01,-0.03,-0.03
56966,30.812339782714844,-105.1028823852539,79.61,6.95,0.77,0.08,-0.01,0.0,0.0,0.02,0.0,"[82.72,77.98,80.37,67.43,78.22,74.37,98.67,72.37,74.32,89.67]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.02,0.06,0.16,-0.03,-0.02,-0.02,-0.03,-0.03]",10.37,1162.17,133,42,,,,,,,0.09,-0.27,-0.9,0.81,0.45,0.0,,0.08,0.54,153.96,82.72,77.98,80.37,67.43,78.22,74.37,98.67,72.37,74.32,89.67,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.02,0.06,0.16,-0.03,-0.02,-0.02,-0.03,-0.03
56966,30.812339782714844,-105.1028823852539,79.61,6.95,0.77,0.08,-0.01,0.0,0.0,0.02,0.0,"[82.72,77.98,80.37,67.43,78.22,74.37,98.67,72.37,74.32,89.67]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.02,0.06,0.16,-0.03,-0.02,-0.02,-0.03,-0.03]",10.37,1162.17,133,42,,,,,,,0.09,-0.27,-0.9,0.81,0.45,0.0,,0.08,0.54,153.96,82.72,77.98,80.37,67.43,78.22,74.37,98.67,72.37,74.32,89.67,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.02,0.06,0.16,-0.03,-0.02,-0.02,-0.03,-0.03
56967,30.812339782714844,-105.10282897949219,79.67,6.96,0.77,0.08,-0.01,0.0,-0.0,0.02,0.0,"[82.76,78.02,80.46,67.55,78.22,74.42,98.74,72.45,74.37,89.72]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.02,0.05,0.15,-0.03,-0.03,-0.02,-0.03,-0.03]",10.13,1161.93,133,43,,,,,,,0.1,-0.25,-0.93,0.79,0.5,0.0,,0.08,0.53,175.24,82.76,78.02,80.46,67.55,78.22,74.42,98.74,72.45,74.37,89.72,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.02,0.05,0.15,-0.03,-0.03,-0.02,-0.03,-0.03
56967,30.812339782714844,-105.10282897949219,79.67,6.96,0.77,0.08,-0.01,0.0,-0.0,0.02,0.0,"[82.76,78.02,80.46,67.55,78.22,74.42,98.74,72.45,74.37,89.72]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.02,0.05,0.15,-0.03,-0.03,-0.02,-0.03,-0.03]",10.13,1161.93,133,43,,,,,,,0.1,-0.25,-0.93,0.79,0.5,0.0,,0.08,0.53,175.24,82.76,78.02,80.46,67.55,78.22,74.42,98.74,72.45,74.37,89.72,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.02,0.05,0.15,-0.03,-0.03,-0.02,-0.03,-0.03
56968,30.812339782714844,-105.102783203125,79.73,6.97,0.77,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.79,78.05,80.56,67.67,78.21,74.47,98.82,72.53,74.42,89.76]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03]",9.76,1161.55,133,44,,,,,,,0.1,-0.22,-0.95,0.77,0.55,0.0,,0.15,0.49,189.77,82.79,78.05,80.56,67.67,78.21,74.47,98.82,72.53,74.42,89.76,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03
56968,30.812339782714844,-105.102783203125,79.73,6.97,0.77,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.79,78.05,80.56,67.67,78.21,74.47,98.82,72.53,74.42,89.76]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03]",9.76,1161.55,133,44,,,,,,,0.1,-0.22,-0.95,0.77,0.55,0.0,,0.15,0.49,189.77,82.79,78.05,80.56,67.67,78.21,74.47,98.82,72.53,74.42,89.76,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03
56969,30.812339782714844,-105.10274505615234,79.78,7.0,0.78,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.81,78.05,80.72,67.78,78.21,74.50,98.87,72.59,74.45,89.80]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03]",9.05,1160.85,133,45,,,,,,,0.11,-0.22,-0.95,0.76,0.55,0.0,,0.13,0.48,282.09,82.81,78.05,80.72,67.78,78.21,74.5,98.87,72.59,74.45,89.8,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03
56969,30.812339782714844,-105.10274505615234,79.78,7.0,0.78,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.81,78.05,80.72,67.78,78.21,74.50,98.87,72.59,74.45,89.80]","[0.10,0.09,0.10,0.08,-0.06,0.09,0.10,0.11,0.09,0.09]","[-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03]",9.05,1160.85,133,45,,,,,,,0.11,-0.22,-0.95,0.76,0.55,0.0,,0.13,0.48,282.09,82.81,78.05,80.72,67.78,78.21,74.5,98.87,72.59,74.45,89.8,0.1,0.09,0.1,0.08,-0.06,0.09,0.1,0.11,0.09,0.09,-0.05,-0.04,-0.03,0.03,0.15,-0.03,-0.03,-0.02,-0.03,-0.03
56970,30.812339782714844,-105.10269165039062,79.82,7.04,0.78,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.80,78.01,80.97,67.88,78.19,74.50,98.91,72.62,74.46,89.83]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.04,-0.03,0.04,0.14,-0.04,-0.03,-0.03,-0.04,-0.04]",8.98,1160.78,133,46,,,,,,,0.11,-0.26,-0.92,0.76,0.47,0.0,,0.06,0.47,154.11,82.8,78.01,80.97,67.88,78.19,74.5,98.91,72.62,74.46,89.83,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.04,-0.03,0.04,0.14,-0.04,-0.03,-0.03,-0.04,-0.04
56970,30.812339782714844,-105.10269165039062,79.82,7.04,0.78,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.80,78.01,80.97,67.88,78.19,74.50,98.91,72.62,74.46,89.83]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.04,-0.03,0.04,0.14,-0.04,-0.03,-0.03,-0.04,-0.04]",8.98,1160.78,133,46,,,,,,,0.11,-0.26,-0.92,0.76,0.47,0.0,,0.06,0.47,154.11,82.8,78.01,80.97,67.88,78.19,74.5,98.91,72.62,74.46,89.83,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.04,-0.03,0.04,0.14,-0.04,-0.03,-0.03,-0.04,-0.04
56971,30.812339782714844,-105.10265350341797,79.86,7.08,0.79,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.79,77.97,81.22,67.98,78.17,74.50,98.94,72.65,74.47,89.86]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.06,0.14,-0.04,-0.03,-0.03,-0.04,-0.04]",9.4,1161.2,133,47,,,,,,,0.11,-0.29,-0.88,0.76,0.41,0.0,,0.07,0.5,223.79,82.79,77.97,81.22,67.98,78.17,74.5,98.94,72.65,74.47,89.86,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.06,0.14,-0.04,-0.03,-0.03,-0.04,-0.04
56971,30.812339782714844,-105.10265350341797,79.86,7.08,0.79,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.79,77.97,81.22,67.98,78.17,74.50,98.94,72.65,74.47,89.86]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.06,0.14,-0.04,-0.03,-0.03,-0.04,-0.04]",9.4,1161.2,133,47,,,,,,,0.11,-0.29,-0.88,0.76,0.41,0.0,,0.07,0.5,223.79,82.79,77.97,81.22,67.98,78.17,74.5,98.94,72.65,74.47,89.86,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.06,0.14,-0.04,-0.03,-0.03,-0.04,-0.04
56972,30.812339782714844,-105.10261535644531,79.89,7.12,0.79,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.78,77.93,81.46,68.08,78.15,74.49,98.98,72.69,74.48,89.90]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.04,-0.03,-0.04,-0.04]",10.0,1161.79,133,48,,,,,,,0.11,-0.32,-0.83,0.76,0.37,0.0,,0.16,0.53,192.35,82.78,77.93,81.46,68.08,78.15,74.49,98.98,72.69,74.48,89.9,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.04,-0.03,-0.04,-0.04
56972,30.812339782714844,-105.10261535644531,79.89,7.12,0.79,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.78,77.93,81.46,68.08,78.15,74.49,98.98,72.69,74.48,89.90]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.04,-0.03,-0.04,-0.04]",10.0,1161.79,133,48,,,,,,,0.11,-0.32,-0.83,0.76,0.37,0.0,,0.16,0.53,192.35,82.78,77.93,81.46,68.08,78.15,74.49,98.98,72.69,74.48,89.9,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.04,-0.03,-0.04,-0.04
56973,30.812339782714844,-105.1025619506836,79.93,7.16,0.8,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.77,77.89,81.71,68.19,78.14,74.49,99.01,72.72,74.49,89.93]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.09,0.13,-0.05,-0.04,-0.04,-0.05,-0.05]",10.48,1162.28,133,49,,,,,,,0.11,-0.35,-0.78,0.76,0.33,0.01,,0.06,0.58,185.31,82.77,77.89,81.71,68.19,78.14,74.49,99.01,72.72,74.49,89.93,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.09,0.13,-0.05,-0.04,-0.04,-0.05,-0.05
56973,30.812339782714844,-105.1025619506836,79.93,7.16,0.8,0.08,-0.01,0.0,-0.01,0.02,0.0,"[82.77,77.89,81.71,68.19,78.14,74.49,99.01,72.72,74.49,89.93]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.09,0.13,-0.05,-0.04,-0.04,-0.05,-0.05]",10.48,1162.28,133,49,,,,,,,0.11,-0.35,-0.78,0.76,0.33,0.01,,0.06,0.58,185.31,82.77,77.89,81.71,68.19,78.14,74.49,99.01,72.72,74.49,89.93,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.09,0.13,-0.05,-0.04,-0.04,-0.05,-0.05
56974,30.812339782714844,-105.1025161743164,79.97,7.2,0.8,0.08,-0.01,0.0,-0.02,0.01,0.0,"[82.76,77.84,81.96,68.29,78.12,74.49,99.04,72.75,74.50,89.96]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.04,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05]",10.57,1162.36,133,50,,,,,,,0.11,-0.37,-0.73,0.75,0.3,0.02,,0.08,0.52,177.9,82.76,77.84,81.96,68.29,78.12,74.49,99.04,72.75,74.5,89.96,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.04,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05
56974,30.812339782714844,-105.1025161743164,79.97,7.2,0.8,0.08,-0.01,0.0,-0.02,0.01,0.0,"[82.76,77.84,81.96,68.29,78.12,74.49,99.04,72.75,74.50,89.96]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.04,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05]",10.57,1162.36,133,50,,,,,,,0.11,-0.37,-0.73,0.75,0.3,0.02,,0.08,0.52,177.9,82.76,77.84,81.96,68.29,78.12,74.49,99.04,72.75,74.5,89.96,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.04,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05
56975,30.812339782714844,-105.10247802734375,80.0,7.23,0.8,0.08,-0.01,0.0,-0.01,0.01,0.0,"[82.74,77.80,82.21,68.37,78.10,74.48,99.04,72.76,74.51,89.98]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05]",10.47,1162.26,133,51,,,,,,,0.11,-0.36,-0.73,0.75,0.3,0.02,,0.11,0.51,195.08,82.74,77.8,82.21,68.37,78.1,74.48,99.04,72.76,74.51,89.98,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05
56975,30.812339782714844,-105.10247802734375,80.0,7.23,0.8,0.08,-0.01,0.0,-0.01,0.01,0.0,"[82.74,77.80,82.21,68.37,78.10,74.48,99.04,72.76,74.51,89.98]","[0.10,0.10,0.10,0.09,-0.05,0.09,0.11,0.11,0.10,0.09]","[-0.06,-0.05,-0.03,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05]",10.47,1162.26,133,51,,,,,,,0.11,-0.36,-0.73,0.75,0.3,0.02,,0.11,0.51,195.08,82.74,77.8,82.21,68.37,78.1,74.48,99.04,72.76,74.51,89.98,0.1,0.1,0.1,0.09,-0.05,0.09,0.11,0.11,0.1,0.09,-0.06,-0.05,-0.03,0.11,0.12,-0.05,-0.04,-0.04,-0.05,-0.05
56976,30.812339782714844,-105.10243225097656,80.01,7.25,0.81,0.09,-0.0,0.0,-0.01,0.01,0.0,"[82.72,77.74,82.48,68.44,78.07,74.47,98.99,72.74,74.51,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.11,0.10,0.10]","[-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.03,-0.03,-0.04,-0.04]",10.32,1162.12,133,52,,,,,,,0.11,-0.33,-0.81,0.75,0.36,0.01,,0.08,0.42,203.0,82.72,77.74,82.48,68.44,78.07,74.47,98.99,72.74,74.51,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.11,0.1,0.1,-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.03,-0.03,-0.04,-0.04
56976,30.812339782714844,-105.10243225097656,80.01,7.25,0.81,0.09,-0.0,0.0,-0.01,0.01,0.0,"[82.72,77.74,82.48,68.44,78.07,74.47,98.99,72.74,74.51,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.11,0.10,0.10]","[-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.03,-0.03,-0.04,-0.04]",10.32,1162.12,133,52,,,,,,,0.11,-0.33,-0.81,0.75,0.36,0.01,,0.08,0.42,203.0,82.72,77.74,82.48,68.44,78.07,74.47,98.99,72.74,74.51,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.11,0.1,0.1,-0.06,-0.05,-0.03,0.08,0.13,-0.04,-0.03,-0.03,-0.04,-0.04
56977,30.812339782714844,-105.1023941040039,80.03,7.27,0.81,0.09,0.0,0.0,-0.01,0.01,0.0,"[82.70,77.68,82.74,68.51,78.05,74.45,98.93,72.71,74.50,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.11,0.10,0.10]","[-0.05,-0.05,-0.03,0.06,0.15,-0.04,-0.03,-0.03,-0.04,-0.04]",10.67,1162.47,133,53,,,,,,,0.11,-0.28,-0.88,0.75,0.43,0.0,,0.05,0.57,233.96,82.7,77.68,82.74,68.51,78.05,74.45,98.93,72.71,74.5,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.11,0.1,0.1,-0.05,-0.05,-0.03,0.06,0.15,-0.04,-0.03,-0.03,-0.04,-0.04
56977,30.812339782714844,-105.1023941040039,80.03,7.27,0.81,0.09,0.0,0.0,-0.01,0.01,0.0,"[82.70,77.68,82.74,68.51,78.05,74.45,98.93,72.71,74.50,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.11,0.10,0.10]","[-0.05,-0.05,-0.03,0.06,0.15,-0.04,-0.03,-0.03,-0.04,-0.04]",10.67,1162.47,133,53,,,,,,,0.11,-0.28,-0.88,0.75,0.43,0.0,,0.05,0.57,233.96,82.7,77.68,82.74,68.51,78.05,74.45,98.93,72.71,74.5,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.11,0.1,0.1,-0.05,-0.05,-0.03,0.06,0.15,-0.04,-0.03,-0.03,-0.04,-0.04
56978,30.812339782714844,-105.10234069824219,80.04,7.29,0.81,0.09,0.0,0.0,-0.0,0.01,0.0,"[82.68,77.63,83.01,68.57,78.02,74.44,98.88,72.69,74.50,89.98]","[0.10,0.11,0.11,0.10,-0.05,0.10,0.11,0.12,0.10,0.10]","[-0.05,-0.04,-0.02,0.04,0.16,-0.03,-0.02,-0.02,-0.03,-0.03]",10.65,1162.44,133,54,,,,,,,0.11,-0.23,-0.93,0.75,0.52,0.0,,0.05,0.53,198.81,82.68,77.63,83.01,68.57,78.02,74.44,98.88,72.69,74.5,89.98,0.1,0.11,0.11,0.1,-0.05,0.1,0.11,0.12,0.1,0.1,-0.05,-0.04,-0.02,0.04,0.16,-0.03,-0.02,-0.02,-0.03,-0.03
